,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
474,N/A,N/A,var,N/A,N/A,N/A,N/A,N/A,44.35,19.41,2.38,4.58,13.06,17.54,9.60,25.02,31.55,7340000000.0,7340000000.0,16.11,1.51,2.36,11.90,2.36,1280000000.0,11.90,407200000.0,4.08,4.60,2.60,953380000.0,9.98,728250000.0,1.66,16.96,467830000.0,0.64,0.24,98.80,8020000.0,8.38,8.32,7820000.0,N/A
475,N/A,N/A,vfc,N/A,N/A,N/A,N/A,N/A,34.63,23.28,2.24,5.16,9.95,14.58,11.50,22.36,29.09,29170000000.0,29170000000.0,18.08,1.92,2.36,14.05,2.36,5980000000.0,14.05,1230000000.0,2.85,155.70,4.60,945600000.0,2.22,1860000000.0,2.14,12.65,1150000000.0,0.96,0.64,85.40,8070000.0,2.43,1.91,9840000.0,N/A
476,N/A,N/A,viab,N/A,N/A,N/A,N/A,N/A,315.20,8.43,1.16,4.09,14.31,29.06,10.38,51.51,32.80,27790000000.0,27790000000.0,7.16,0.89,2.13,6.91,2.13,N/A,6.91,1870000000.0,4.66,10.20,5.70,327000000.0,0.83,12570000000.0,1.05,9.34,2130000000.0,1.35,0.76,90.70,13510000.0,3.31,3.93,14980000.0,N/A
477,N/A,N/A,vlo,N/A,N/A,N/A,N/A,N/A,34.55,8.19,0.34,1.48,4.54,7.24,8.84,19.25,176.67,34009999999.999996,34009999999.999996,8.73,1.12,0.39,4.15,0.39,13150000000.0,4.15,3990000000.0,7.98,74.20,32.60,4110000000.0000005,8.75,7380000000.0,2.03,43.39,5610000000.0,1.09,0.44,84.20,13440000.0,1.78,2.62,16079999.999999998,N/A
478,N/A,N/A,vmc,N/A,N/A,N/A,N/A,N/A,44.46,63.77,4.02,3.09,6.46,16.11,4.22,5.40,25.69,15560000000.0,15560000000.0,23.04,1.43,4.55,18.84,4.55,857530000.0,18.84,232910000.0,1.63,133.80,13.50,284060000.0,2.13,1980000000.0,3.07,33.45,503380000.0,0.87,0.30,90.20,2750000.0,2.17,2.48,2480000.0,N/A
479,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,128.21,25.65,6.76,3.09,30.70,30.78,2.25,9.21,13.15,27500000000.0,27500000000.0,16.63,3.19,11.10,22.59,11.10,1490000000.0,22.59,627510000.0,3.59,52.90,1.90,1840000000.0,9.74,11160000000.0,2.93,28.75,672150000.0,0.81,9.12,88.90,3300000.0,3.37,2.40,3380000.0,N/A
480,N/A,N/A,vrsn,N/A,N/A,N/A,N/A,N/A,N/A,31.30,9.01,N/A,35.42,57.20,17.79,N/A,9.28,9620000000.0,9620000000.0,23.73,2.99,9.08,14.41,9.08,866580000.0,14.41,375240000.0,2.82,55.10,6.50,1920000000.0,17.50,1870000000.0,1.31,9.73,651480000.0,1.19,12.24,110.80,20250000.0,18.24,26.93,19470000.0,N/A
481,N/A,N/A,vtr,N/A,N/A,N/A,N/A,N/A,114.10,47.71,5.86,2.00,12.72,25.93,2.45,4.35,9.94,31240000000.0,31240000000.0,14.10,3.83,9.51,18.64,9.51,1880000000.0,18.64,406740000.0,1.25,16.40,15.50,53020000.0,0.16,11210000000.0,0.80,28.61,1390000000.0,0.12,0.48,96.30,11480000.0,4.15,3.95,11490000.0,N/A
482,N/A,N/A,vz,N/A,N/A,N/A,N/A,N/A,617.85,12.02,1.62,12.97,13.58,25.12,8.66,116.60,32.22,319170000000.0,319170000000.0,12.91,2.92,2.42,6.50,2.42,79060000000.0,6.50,17880000000.0,4.37,N/A,3.20,5070000000.0,1.25,110240000000.0,0.64,4.03,38930000000.0,0.46,0.01,64.50,56540000.0,2.80,1.39,50200000.0,N/A
483,N/A,N/A,wat,N/A,N/A,N/A,N/A,N/A,81.03,22.86,5.10,5.06,22.97,28.53,8.95,23.73,24.81,9810000000.0,9810000000.0,18.83,2.37,4.81,14.61,4.81,1200000000.0,14.61,469050000.0,5.65,0.20,0.50,2400000000.0,29.39,1670000000.0,N/A,25.22,N/A,0.61,4.35,94.80,3210000.0,4.92,4.70,3580000.0,N/A
484,N/A,N/A,wec,N/A,N/A,N/A,N/A,N/A,119.48,24.85,3.09,2.11,10.81,21.10,3.51,9.75,21.86,28680000000.0,28680000000.0,18.76,2.92,4.84,15.64,4.84,1980000000.0,15.64,640300000.0,2.34,48.20,50.90,49800000.0,0.16,10380000000.0,0.82,27.42,1290000000.0,0.03,0.14,62.90,11640000.0,5.19,5.17,9440000.0,N/A
485,N/A,N/A,wfc,N/A,N/A,N/A,N/A,N/A,N/A,12.15,2.94,1.43,27.36,42.85,1.34,12.28,16.29,208410000000.0,208410000000.0,10.98,1.25,2.49,N/A,2.49,N/A,N/A,21470000000.0,4.12,2.30,0.70,357220000000.0,70.36,310980000000.0,N/A,33.81,14770000000.0,0.99,0.10,77.50,33229999.999999996,1.47,0.65,26160000.0,N/A
486,N/A,N/A,wfm,N/A,N/A,N/A,N/A,N/A,32.34,22.42,0.69,3.33,3.38,6.03,9.62,14.64,44.07,10970000000.0,10970000000.0,20.40,3.71,0.71,7.84,0.71,5420000000.0,7.84,526000000.0,1.47,6.00,3.40,809000000.0,2.49,1060000000.0,1.63,9.95,974000000.0,0.90,0.81,80.80,37280000.0,7.32,11.46,36200000.0,N/A
487,N/A,N/A,wgo,N/A,N/A,N/A,N/A,N/A,N/A,14.05,0.56,2.24,4.13,6.02,10.26,18.14,35.87,501680000.0,501680000.0,10.82,2.49,0.52,7.96,0.52,104880000.0,7.96,39870000.0,1.47,13.50,4.50,55720000.0,2.07,0.00,3.22,9.03,56740000.0,2.10,11.62,95.40,3550000.0,13.72,14.90,3600000.0,N/A
488,N/A,N/A,whr,N/A,N/A,N/A,N/A,N/A,70.46,16.75,0.59,2.58,3.75,6.81,4.56,14.33,265.45,15950000000.0,15950000000.0,9.75,0.68,0.76,7.63,0.76,3690000000.0,7.63,783000000.0,9.83,122.20,7.40,772000000.0,10.00,4000000000.0,0.95,61.42,1220000000.0,1.68,0.75,92.90,3450000.0,2.88,4.51,3430000.0,N/A
489,N/A,N/A,win,N/A,N/A,N/A,N/A,N/A,386.20,33.97,0.13,2.55,0.48,10.84,3.12,10.32,58.29,11100000000.0,11100000000.0,N/A,0.01,1.93,5.57,1.93,2860000000.0,5.57,23900000.0,0.24,N/A,1.10,31300000.0,0.34,10380000000.0,0.69,3.17,1030000000.0,0.27,0.92,67.80,26520000.0,10.97,26.42,26150000.0,N/A
490,N/A,N/A,wm,N/A,N/A,N/A,N/A,N/A,167.34,35.39,1.98,4.83,5.81,16.02,6.22,13.36,28.63,38360000000.0,38360000000.0,19.66,3.09,2.96,11.33,2.96,4730000000.0,11.33,753000000.0,1.65,53.70,5.60,39000000.0,0.09,8980000000.0,0.93,11.95,2500000000.0,0.75,2.80,78.40,11100000.0,4.70,2.43,10700000.0,N/A
491,N/A,N/A,wmb,N/A,N/A,N/A,N/A,N/A,129.86,N/A,1.62,1.61,7.57,16.28,N/A,6.68,9.82,35590000000.0,35590000000.0,11.04,11.50,4.84,12.21,4.84,3930000000.0,12.21,557000000.0,0.74,N/A,6.30,125000000.0,0.17,23710000000.0,N/A,9.86,N/A,1.55,0.15,87.80,19310000.0,0.90,2.82,15800000.0,N/A
492,N/A,N/A,wmt,N/A,N/A,N/A,N/A,N/A,59.84,14.70,0.45,2.67,3.05,5.00,7.47,17.79,150.34,255330000000.0,255330000000.0,15.41,70.87,0.53,7.61,0.53,120560000000.0,7.61,14690000000.0,4.57,7.90,1.40,8700000000.0,2.73,50030000000.0,0.93,25.28,27390000000.0,0.19,51.35,30.60,29470000.0,2.28,1.87,30800000.0,N/A
493,N/A,N/A,wpx,N/A,N/A,N/A,N/A,N/A,90.21,N/A,1.10,0.50,117.48,176.12,18.90,41.17,6.28,4840000000.0,4840000000.0,N/A,7.95,3.29,6.82,3.29,1120000000.0,6.82,1650000000.0,7.41,N/A,49.60,38000000.0,0.14,3190000000.0,1.23,11.61,811000000.0,1.52,9.54,68.70,33540000.0,3.24,18.91,36220000.0,N/A
494,N/A,N/A,wtw,N/A,N/A,N/A,N/A,N/A,N/A,25.36,0.79,N/A,2.83,16.33,N/A,N/A,19.94,2990000000.0,2990000000.0,13.40,24.86,2.57,12.23,2.57,574090000.0,12.23,32900000.0,0.56,N/A,20.90,212260000.0,3.34,2300000000.0,N/A,23.46,N/A,3.20,51.88,95.00,16290000.0,2.65,75.51,17690000.0,N/A
495,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,229.60,11.80,1.72,6.71,15.28,20.43,7.24,61.94,10.70,11490000000.0,11490000000.0,11.05,1.80,2.10,8.26,2.10,2280000000.0,8.26,837800000.0,1.62,4.20,2.10,1320000000.0,2.64,3230000000.0,0.43,2.80,1070000000.0000001,1.08,0.11,111.30,68760000.0,14.51,15.23,71460000.0,N/A
496,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,110.95,32.27,2.03,2.95,7.17,14.09,4.83,9.95,13.67,19050000000.0,19050000000.0,23.16,N/A,2.70,12.92,2.70,1390000000.0,12.92,462000000.0,0.89,60.50,4.10,1010000000.0,1.98,5400000000.0,2.49,9.51,1060000000.0,1.20,1.41,83.80,22350000.0,4.18,4.33,20480000.0,N/A
497,N/A,N/A,wyn,N/A,N/A,N/A,N/A,N/A,546.49,14.89,1.50,8.88,11.06,18.57,6.63,55.39,46.92,13650000000.0,13650000000.0,12.15,1.01,2.47,10.81,2.47,2840000000.0,10.81,612000000.0,5.14,74.10,6.60,171000000.0,1.52,5210000000.0,0.96,8.33,991000000.0,1.39,1.15,95.10,11360000.0,7.25,9.60,12310000.0,N/A
498,N/A,N/A,wynn,N/A,N/A,N/A,N/A,N/A,N/A,44.82,2.09,N/A,4.79,16.16,N/A,374.59,40.29,15430000000.0,15430000000.0,20.44,2.87,3.79,15.39,3.79,1550000000.0,15.39,195290000.0,1.92,20.20,16.80,2029999999.9999998,20.01,8750000000.0,N/A,1.75,N/A,1.78,31.89,75.70,3.73,3.73,25.59,16430000.0,N/A
499,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,124.11,N/A,0.18,0.83,13.03,4.34,2.90,47.52,79.22,4530000000.0,4530000000.0,N/A,0.14,0.39,100.72,0.39,433000000.0,100.72,1510000000.0,10.32,N/A,36.80,755000000.0,5.16,3160000000.0,1.82,17.40,359000000.0,1.56,0.36,88.10,55950000.0,5.54,38.52,62760000.0,N/A
500,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,132.01,20.83,1.86,1.93,8.93,18.15,3.29,9.46,21.71,34400000000.0,34400000000.0,17.33,3.79,3.12,10.58,3.12,3990000000.0,10.58,984480000.0,1.94,6.50,9.70,91170000.0,0.18,13990000000.0,0.72,20.89,3030000000.0,0.15,0.15,71.80,12510000.0,3.37,2.47,11710000.0,N/A
501,N/A,N/A,xl,N/A,N/A,N/A,N/A,N/A,19.37,8.63,1.10,0.89,12.80,13.39,1.52,10.47,32.95,10030000000.0,10030000000.0,9.09,2.12,1.06,7.54,1.06,3110000000.0,7.54,1210000000.0,4.15,63.80,77.00,3260000000.0,10.96,2640000000.0,1.11,39.30,N/A,0.91,0.33,96.00,5390000.0,2.05,2.12,5050000.0,N/A
502,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,61.01,23.27,5.36,4.58,24.46,30.54,8.60,20.54,8.54,10120000000.0,10120000000.0,20.76,4.94,4.58,13.58,4.58,1670000000.0,13.58,540460000.0,2.01,22.30,4.60,3400000000.0,13.29,1580000000.0,4.30,10.14,773210000.0,1.15,0.32,94.40,7190000.0,1.82,2.79,5290000.0,N/A
503,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,21.88,21.35,1.44,2.00,6.82,5.44,2.35,9.25,56.44,376300000000.0,376300000000.0,19.66,2.84,1.59,12.17,1.59,93900000000.0,12.17,16149999999.999998,3.85,57.70,32.30,3700000000.0,0.89,38690000000.0,0.79,41.10,30340000000.0,0.91,0.13,50.10,52110000.0,2.56,1.25,52190000.0,N/A
504,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,49.34,36.07,3.27,3.74,9.39,17.56,6.49,10.77,19.10,9750000000.0,9750000000.0,19.97,2.28,3.65,16.46,3.65,1520000000.0,16.46,251200000.0,1.76,30.90,6.70,299500000.0,2.14,1150000000.0,2.51,16.69,497400000.0,1.37,0.35,92.60,9290000.0,7.32,8.45,8080000.0,N/A
505,N/A,N/A,xrx,N/A,N/A,N/A,N/A,N/A,77.83,25.79,0.59,1.17,2.63,4.61,1.98,5.54,16.95,16920000000.000002,16920000000.000002,9.29,9.41,0.94,9.31,0.94,5260000000.0,9.31,528000000.0,0.42,35.50,7.60,1370000000.0,1.35,7370000000.0,1.27,8.96,1610000000.0,0.83,6.66,84.50,17300000.0,1.91,1.59,23470000.0,N/A
506,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,61.13,20.56,1.85,3.25,9.31,12.84,6.18,16.15,20.19,7460000000.0,7460000000.0,17.56,2.35,2.04,12.39,2.04,1400000000.0,12.39,340000000.0,1.87,18.80,4.60,680000000.0,3.81,1270000000.0,2.44,11.68,464000000.0,1.24,0.40,92.80,2600000.0,2.05,1.99,2810000.0,N/A
507,N/A,N/A,yhoo,N/A,N/A,N/A,N/A,N/A,4.24,N/A,6.23,1.07,87.74,2.72,0.16,12.82,5.29,27270000000.0,27270000000.0,56.35,13.75,5.49,57.46,5.49,2890000000.0,57.46,4360000000.0,4.64,N/A,1.60,5860000000.0,6.21,1230000000.0,5.88,30.79,2360000000.0,2.16,7.87,70.60,62130000.0,3.75,7.19,65269999.99999999,N/A
508,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,407.90,26.63,2.39,35.39,9.87,16.44,16.42,100.31,30.06,35030000000.0,35030000000.0,19.30,1.77,2.67,12.07,2.67,3750000000.0,12.07,1290000000.0,2.92,N/A,1.20,737000000.0,1.80,3980000000.0,0.55,2.17,2140000000.0000002,0.78,0.27,79.50,15250000.0,3.57,3.53,10080000.0,N/A
509,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,N/A,20.78,2.40,0.74,15.08,24.24,0.53,4.16,10.10,1070000000.0000001,1070000000.0000001,11.49,1.28,0.52,N/A,0.52,N/A,N/A,246610000.0,1.20,25.30,0.40,7570000000.0,37.05,1160000000.0,N/A,32.67,N/A,1.25,1.94,90.40,13090000.0,3.00,6.61,13310000.0,N/A
510,N/A,N/A,znga,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.47,1.11,15.89,13.53,2.89,6.60,0.84,937140000.0,937140000.0,37.17,3.65,1.23,19.08,1.23,528730000.0,19.08,121510000.0,0.13,N/A,3.50,987250000.0,1.14,0.00,4.71,1.98,44450000.0,0.46,7.67,66.30,28200000.0,2.18,3.72,27150000.0,N/A
